Ojibwe	English	Speaker	Link
Ishpimiing niizh gizhibaayaashiwag migiziwag.	There's two eagles circling up in the sky.	nj	https://ojibwe.lib.umn.edu/main-entry/migizi-na
Giishpin dewikweshkid, gego miinaaken iw mashkikiins.	If he's always got a headache, don't give him a pill.	es	https://ojibwe.lib.umn.edu/main-entry/mashkikiins-ni
Endaso-giizhik iko nimamoonan nimashkikiinsiman.	Every day I take my medicine (pills).	rg	https://ojibwe.lib.umn.edu/main-entry/mashkikiins-ni
Onzaam agaasizigwaa mashkikiins. Gaawiin ninde-wiisinishkaagosiin.	That piece of candy is too small. It  doesn't fill me up.	nj	https://ojibwe.lib.umn.edu/main-entry/mashkikiins-ni
Omakamaan omashkikiinsimini ojiimensan jibwaa-bakwenishkaagonid.	She took away her little sister's candy before she choked on it.	nj	https://ojibwe.lib.umn.edu/main-entry/mashkikiins-ni
Niimi'aawag igiweg ikwezensag weshki-biindigeshimowaad.	They are having a special dance for the women who just entered the circle.	es	https://ojibwe.lib.umn.edu/main-entry/niimi-vta
Ogidaakiiwe waa'-onzaabandang mashi ji-gashkadininig zaaga'igan.	She looked from the top of the hill to the top to check out if the lake was frozen over yet.	nj	https://ojibwe.lib.umn.edu/main-entry/ogidaakiiwe-vai
Bekaa gaagiigidon. Giga-amajimaa gimishoomis gaa-nibaad.	Don't talk too loud. You'll wake grandpa who's sleeping.	nj	https://ojibwe.lib.umn.edu/main-entry/amajim-vta
Niineta ingii-pezhigookaan gii-naadasabiiyaan.	I went alone in the boat to pull nets.	es	https://ojibwe.lib.umn.edu/main-entry/naadasabii-vai
Ingii-memeshkwajiimin iwidi gii-naadasabiiyaang; onzaam gii-gichi-noodin.	We took turns pulling the nets because it was too windy.	es	https://ojibwe.lib.umn.edu/main-entry/naadasabii-vai
Agwaashim giigoonyag gii-ishkwaa-naadasabiiyan.	Take the fish off the water after you have checked the net.	nj	https://ojibwe.lib.umn.edu/main-entry/naadasabii-vai
Indaga zagakisidoon ini onaaganan.	Please put the dishes away.	es	https://ojibwe.lib.umn.edu/main-entry/zagakisidoon-vti2
Anaami-nibaagan ko ndatoonan nimakizinan.	I usually put my shoes under the bed.	rg	https://ojibwe.lib.umn.edu/main-entry/anaami-nibaagan-adv-loc
Bazangwaabishin. Ganabaj nibaa.	He's lying there with his eyes closed. I think he's sleeping.	nj	https://ojibwe.lib.umn.edu/main-entry/bazangwaabishin-vai
Aandi wendaawanidiyeg.	Where are you all coming from?	es	https://ojibwe.lib.umn.edu/main-entry/ondaawanidiwag-vai
Wenda-biinge-waabishkindibe awe gichi-aya'aa.	That elder's hair is really all white.	es	https://ojibwe.lib.umn.edu/main-entry/waabishkindibe-vai
Gimindaweganzhii ina?	Have you got the white spots on your fingernails?	es	https://ojibwe.lib.umn.edu/main-entry/mindaweganzhii-vai
Aandi endanaaniked	Where is he digging?	es	https://ojibwe.lib.umn.edu/main-entry/danaanike-vai
Wii-aabawaamagad iidog waabang.	It's going to be warm tomorrow.	rg	https://ojibwe.lib.umn.edu/main-entry/aabawaa-vii
Zhaawanong gii-ondaanimak wii'-aabawaa.	When the wind blows from the south, it will be warmer.	nj	https://ojibwe.lib.umn.edu/main-entry/aabawaa-vii
Gonige aabawaadog.	I wonder if it's warm out.	nj	https://ojibwe.lib.umn.edu/main-entry/aabawaa-vii
Giishpin ozhaawishkwakoneg ishkode gii-biboong wii'-aabawaa.	If you see blue flames in the fire in the winter, the warm weather is coming.	nj	https://ojibwe.lib.umn.edu/main-entry/aabawaa-vii
Ogiji-waakaa'igan imaa namadabi 'a gwiiwizens.	That boy is sitting on top of the house.	lw	https://ojibwe.lib.umn.edu/main-entry/ogiji-waakaa-igan-adv-loc
Ogiji-waakaa'igan gii'-ondagoojin.	He fell off the roof.	nj	https://ojibwe.lib.umn.edu/main-entry/ogiji-waakaa-igan-adv-loc
Awenen dinowa bineshiinh gaa-noondaagozid?	What kind of bird is calling?	nj	https://ojibwe.lib.umn.edu/main-entry/bineshiinh-na
Awenen dinowa bineshiinh?	What kind of bird is it?	nj	https://ojibwe.lib.umn.edu/main-entry/bineshiinh-na
Bineshiinyag niizhoogooziwag.	There are two birds perching.	es	https://ojibwe.lib.umn.edu/main-entry/bineshiinh-na
Agidagamig gii-poonii a'aw bineshiinh.	The bird flew onto the top of the house.	rg	https://ojibwe.lib.umn.edu/main-entry/bineshiinh-na
Akwaandawaadan bineshiinh-wazisonens wii'-waabamadwaa bineshiinyensag.	Climb up to the bird's nest to see the baby birds.	nj	https://ojibwe.lib.umn.edu/main-entry/bineshiinh-na
Ogii-minwaabandaan iwe mazina'igan gaa-pi-miinind gii-ozhibii'igaadeg imaa waa-inaakonigewaad.	He approved what he saw of the proposed rules he was given that they were going to decide on.	es	https://ojibwe.lib.umn.edu/main-entry/ozhibii-igaade-vii
Gikinawaajibii'an indaga owe gaa-ozhibii'igaadeg.	Please copy what was written.	es	https://ojibwe.lib.umn.edu/main-entry/ozhibii-igaade-vii
Ningii-noondese giziindime'on. Ningii-o-adaawe gii-izhaayaan oodenaang.	I ran out of toilet paper. I went and bought some when I went to town.	rg	https://ojibwe.lib.umn.edu/main-entry/noondese-vai
Gagwaanisa minwaandewan iniwen aniibiishan o'owe eni-apiitangizod awe manoominike-giizis.	The leaves have a nice color to them at this time of the month in September.	es	https://ojibwe.lib.umn.edu/main-entry/minwaande-vii
Minwegad iwe babagiwayaaniigin miinawaa minwaandemagad.	That material is a good quality and it's also colored just right.	es	https://ojibwe.lib.umn.edu/main-entry/minwaande-vii
Minwaande iwe niibini-babiinzikawaagan gaa-adaaweyaan bijiinaago.	The summer jacket I bought yesterday is  a nice color.	es	https://ojibwe.lib.umn.edu/main-entry/minwaande-vii
Gigii'-ningisidamawin wiiyaas gaa-gii'-anoozhiyan.	I thawed out the meat like you asked me to.	nj	https://ojibwe.lib.umn.edu/main-entry/ningisidamaw-vta
Wawiyazh ogii-toodawaan.	She played a trick on him.	gh	https://ojibwe.lib.umn.edu/main-entry/wawiyazh-adv-man
Wawiyazh ayinaajimo akiwenzii.	The old man is telling funny stories.	nj	https://ojibwe.lib.umn.edu/main-entry/wawiyazh-adv-man
Ogii-sagaswe'aan iniw owiijikiwenyan ji-giizhaakonamowaad iw obabaamiziwiniwaa.	He asked his brother to meet to settle their business matter.	es	https://ojibwe.lib.umn.edu/main-entry/babaamiziwin-ni
Wiin iwe obabaamiziwin, giga-naanaagazootawaanaan gwayak waa'-izhichiged.	That's her business so we should pay attention to how she wants to do it.	nj	https://ojibwe.lib.umn.edu/main-entry/babaamiziwin-ni
Odoonji'aan ji-niminaakosinig gii-naniizaanak zaaga'igan.	He tells him not to go out on the ice when it's dangerous.	nj	https://ojibwe.lib.umn.edu/main-entry/naniizaanad-vii
Gii-maada'ookii gitigaanensan gaa-piijigaadegin.	They distributed the vegetables they brought.	es	https://ojibwe.lib.umn.edu/main-entry/biijigaade-vii
Miinidim ganabaj ini ataasowinan gaa-piijigaadegin.	They are giving away the dressers that they brought.	es	https://ojibwe.lib.umn.edu/main-entry/biijigaade-vii
Onaazibiibizo'aan amikwan wii-pakobiiwebinaad.	He drives the beaver (carcass) down to the water to throw it in.	nj	https://ojibwe.lib.umn.edu/main-entry/bakobiiwebin-vta
Mii 'i gii-oshki-manoominikeyaang dagwaagong.	We went ricing for the first time last fall.	es	https://ojibwe.lib.umn.edu/main-entry/dagwaagong-adv-tmp
Odazhewidoon aana-gii-odaapinang.	He returned it even though he had accepted it.	es	https://ojibwe.lib.umn.edu/main-entry/azhewidoon-vti2
Ningii-kiziibiiga'aan i'iw waabishkiigin.	I washed the sheet.	rg	https://ojibwe.lib.umn.edu/main-entry/giziibiiga-an-vti
Anaamisag ko indazhi-gizibiiga'ige giziibiiga'amaan indaya'iiman.	I wash in the basement when I do my clothes.	rg	https://ojibwe.lib.umn.edu/main-entry/giziibiiga-an-vti
Megiskanikewaad onooji'aawaan ginoozhen.	Anglers fish for northerns.	es	https://ojibwe.lib.umn.edu/main-entry/nooji-vta
Eyiidawininj ogigishkaanan didibininjiibizonan.	She's wearing rings on both hands.	nj	https://ojibwe.lib.umn.edu/main-entry/eyiidawininj-adv-loc
Mii 'i zhigwa maajiishkaad awe mikwam.	Now the ice is beginning to move.	es	https://ojibwe.lib.umn.edu/main-entry/maajiishkaa-vai
Owe akooshkinatoon.	Fill it this high.	nj	https://ojibwe.lib.umn.edu/main-entry/akooshkinatoon-vti2
Aaniin gaa'-akooshkinatooyan gijiimaan gii-naawakweg gii-bawa'aman.	How much rice did you have in your canoe by noon?	nj	https://ojibwe.lib.umn.edu/main-entry/akooshkinatoon-vti2
Bi-wenda-gashkiiwaanakwad.	There's dark clouds coming.	gh	https://ojibwe.lib.umn.edu/main-entry/gashkiiwanakwad-vii
Gichi-gashkiiwaanakwad miinawaa noodin. Ganabaj wii-... wii-mikwamiikaa.	There are dark clouds and it's windy. I think it's going to hail.	es	https://ojibwe.lib.umn.edu/main-entry/gashkiiwanakwad-vii
Miskodoonechigewag igiw ikwewag.	The women wear lipstick.	rg	https://ojibwe.lib.umn.edu/main-entry/miskodoonechige-vai
Agidikwam bimaadagaakowag igi ma'iinganag.	The wolves are going along on top of the ice.	rg	https://ojibwe.lib.umn.edu/main-entry/bimaadagaako-vai
Aanii zhigwa epiitading. Mii na 'i zhigwa ji-gii-pimaadagaakoyangoban.	How thick is the ice now? Can we walk on it now?	nj	https://ojibwe.lib.umn.edu/main-entry/bimaadagaako-vai
Maagwapidoon gigashkiiwegidaabaan.	Tie down your sled wrapper.	nj	https://ojibwe.lib.umn.edu/main-entry/gashkiiwegidaabaan-ni
Baanizh igiw ogaawag.	Filet those walleyes.	es	https://ojibwe.lib.umn.edu/main-entry/baanizh-vta
Niibowa gii-pinda'amoog igi giigoonyag. Niin dash ingii-paanizhwaag.	They caught a lot of fish, and I was the one that fileted them.	rg	https://ojibwe.lib.umn.edu/main-entry/baanizh-vta
Ogii-angozhwaan aana-gii-paanizhwaad iniw ogaawan.	He cut up that walleye when he was trying to filet it so there was nothing left.	es	https://ojibwe.lib.umn.edu/main-entry/baanizh-vta
Bapangigaa 'aw akik.	That pail leaks.	es	https://ojibwe.lib.umn.edu/main-entry/bapangigaa-vai
Gii-ani-giiwe-ziigwang ininaatigoog bapangigaawag wii'-ozhiga'igaazowaad.	Sometime in the early spring, the maple trees start dripping to be tapped for maple sugar making.	nj	https://ojibwe.lib.umn.edu/main-entry/bapangigaa-vai
Nasawaya'ii namadabi.	He sits in between.	es	https://ojibwe.lib.umn.edu/main-entry/nasawaya-ii-adv-loc
Nasawaya'ii imaa gii-pi-noogigaabawi awe gaa-kanoonind, aana-wii-miinind 'iw gaa-niiwezhiwed.	When they called his name, he came and slid there in between us there when they wanted to award him his prize.	es	https://ojibwe.lib.umn.edu/main-entry/nasawaya-ii-adv-loc
Bagamaashiwag aandegwag gii-zhaawani-nooding.	The crows arrive when there's a south wind.	nj	https://ojibwe.lib.umn.edu/main-entry/zhaawani-noodin-vii
Bebangii eta ogii-ayaawaawaan zhooniyaan.	They each have only a little money.	gh	https://ojibwe.lib.umn.edu/main-entry/bebangii-adv-qnt
Bebangii gii-maada'ookii asemaan.	They gave out a little tobacco to each one.	lw	https://ojibwe.lib.umn.edu/main-entry/bebangii-adv-qnt
Bebangii nindashamaag igiw abinoojiinyag ozhaashi-manoomin. Gaawiin ganabaj ominwendanziinaawaa.	I only fed each of the the kids a little bit of oatmeal. I don't think they like it.	rg	https://ojibwe.lib.umn.edu/main-entry/bebangii-adv-qnt
Bebangii gii'-miinaawag manoomin dagwaagong.	They each got a little rice last fall.	nj	https://ojibwe.lib.umn.edu/main-entry/bebangii-adv-qnt
Bebangii eta gii'-ashamaawag gii-ando-wiisiniwaad iwidi gaa-dazhi-ashanding.	They each got feed only a little when they went to eat at the food shelter.	nj	https://ojibwe.lib.umn.edu/main-entry/bebangii-adv-qnt
Ayaapii go wendad o'owe ezhichigeying ojibwemowin dazhiikamong.	Every now and then it is easy for us to work on the Ojibwe language.	es	https://ojibwe.lib.umn.edu/main-entry/wendad-vii
Gegaa ogii-tebibinigoon iniwen gookooko'oon awe ningaazhagensim.	An owl almost caught my cat.	rg	https://ojibwe.lib.umn.edu/main-entry/gaazhagens-na
Indayaawaanaan awe dinowa gaazhagens gaa-biigwawed.	We've got an angora cat.	es	https://ojibwe.lib.umn.edu/main-entry/gaazhagens-na
Mii iwidi gaa-izhi-bishkonaagozid 'aw gaazhagenzhish imaa megwekob.	The ol' cat vanished into the brush.	es	https://ojibwe.lib.umn.edu/main-entry/gaazhagens-na
Wiisagitaagozi gaazhagens gii-agozideshkawag.	The cat squeaked when I step on its paw.	nj	https://ojibwe.lib.umn.edu/main-entry/gaazhagens-na
Oshkagoojin 'aw dibiki-giizis.	There is a new moon.	es	https://ojibwe.lib.umn.edu/main-entry/oshkagoojin-vai
Awasewegamig iwidi gii-izhi-noogibizo.	He parked on the other side of the building.	es	https://ojibwe.lib.umn.edu/main-entry/noogibizo-vai
Bezhig ishkwaandem ningii'-andodamaagen gii-biigonigaadeg gete-waakaa'igan.	I've asked for one of the doors of the old house they're tearing down.	nj	https://ojibwe.lib.umn.edu/main-entry/biigonigaade-vii
Gagwejiiwaazoowinini wa'awe gaa-dagoshing. Niibiwa daso-biboon gii-kagwejiiwaazo.	This is the wrestler that just got home. He's been wrestling for years.	nj	https://ojibwe.lib.umn.edu/main-entry/gagwejiiwaazo-vai
Waasa noopimiing odoondaawanaawaa' asinii' gaa-madoodiswaagewaad.	They hauled stones from way off in the woods to use for the sweat lodge.	nj	https://ojibwe.lib.umn.edu/main-entry/madoodiswaage-vai-o
Niiminan iwe bimojiganaatig dekonaman.	Hold out that coup stick that you've got in your hand.	es	https://ojibwe.lib.umn.edu/main-entry/niiminan-vti
Aandi wenjiiyan.	Where are you from?	nj	https://ojibwe.lib.umn.edu/main-entry/onjii-vai
Aandi wiin wenjiid.	Where is she from?	nj	https://ojibwe.lib.umn.edu/main-entry/onjii-vai
Bakaan inwewag igi anishinaabeg iwidi wenjiiwaad zhaaganaashiiwakiing.	The Natives that are from Canada sound different when they talk.	rg	https://ojibwe.lib.umn.edu/main-entry/onjii-vai
Obaashing izhi-wiinde idi wenjiiyaan.	Ponemah is the place where I come from.	es	https://ojibwe.lib.umn.edu/main-entry/onjii-vai
Agaami-zaaga'igan debwewenjige amik.	A beaver can be heard chewing from across the lake.	nj	https://ojibwe.lib.umn.edu/main-entry/debwewenjige-vai
Giwii-adaawaage na 'aw gaa-niizhoogaaded.	Do you want to sell your motorcycle?	es	https://ojibwe.lib.umn.edu/main-entry/adaawaagen-vai-o
Mii go gakina gegoo adaawaaged.	He's selling everything.	es	https://ojibwe.lib.umn.edu/main-entry/adaawaagen-vai-o
Wawiyazhinaagozi gaa-apani'od gaa-niimid.	He looks cute the way he dances.	nj	https://ojibwe.lib.umn.edu/main-entry/apani-o-vai
Ezhi-gawised naa a'aw mitig ezhi-wiisagishkoozod naa nisayenh.	The tree fell on my brother and hurt him.	rg	https://ojibwe.lib.umn.edu/main-entry/wiisagishkoozo-vai
Babigozigwaa gii-ziigwang. Gaawiin gidaa-zhooshkwaada'esii.	The ice is rough in the spring. You shouldn't skate on it.	nj	https://ojibwe.lib.umn.edu/main-entry/zhooshkwaada-e-vai
Gii-noondewajiwag zhooshkwaada'ewaad gaa-w... gaa-onji-aanizhiitamowaad.	It got too cold for the skaters so that's why they quit.	es	https://ojibwe.lib.umn.edu/main-entry/zhooshkwaada-e-vai
Aapiji gigizhebaawe.	He gets up very early in the morning.	es	https://ojibwe.lib.umn.edu/main-entry/aapiji-adv-deg
Aapiji ozaagi'aan ookomisan.	She really loves her grandma.	nj	https://ojibwe.lib.umn.edu/main-entry/aapiji-adv-deg
Gaawiin indaa-gashkitoosiin ji-izhaayaambaan. Gaawiin aapiji indoozhooniyaamisii.	I wouldn't be able to go. I don't have very much money.	es	https://ojibwe.lib.umn.edu/main-entry/aapiji-adv-deg
Mayagwewag aapiji igiweg zhaaganaashiiwakiing gaa-o-ganawaabamagwaa anishinaabeg.	Those people I went and saw in Canada have a strange dialect.	es	https://ojibwe.lib.umn.edu/main-entry/aapiji-adv-deg
Gaawiin aapiji noodinzinoon.	It's not very windy.	nj	https://ojibwe.lib.umn.edu/main-entry/aapiji-adv-deg
Gii-wakewizi 'a nabagisag aana-gii-sagaakwa'wag.	The board that I nailed on was weak.	es	https://ojibwe.lib.umn.edu/main-entry/wakewizi-vai
Odoozhijiishkiwaginaan obakwezhiganikaanan wii-kiizizwaad.	She is shaping the bannock to cook.	nj	https://ojibwe.lib.umn.edu/main-entry/ozhijiishkiwagin-vta
Weweni gashka'oodoon gimakizinan.	Lace and tie your shows right	es	https://ojibwe.lib.umn.edu/main-entry/gashka-oodoon-vti2
Gego ganage baashkibidooken imaa miniiwininjiyin.	Don't you dare pop that blister on your hand.	es	https://ojibwe.lib.umn.edu/main-entry/baashkibidoon-vti2
Ogii-mashkawitoon i'iwe gaa-ikidod.	He made a stronger statement.	es	https://ojibwe.lib.umn.edu/main-entry/mashkawitoon-vti2
Aandi endanagoodood.	Where does he set his snares?	es	https://ojibwe.lib.umn.edu/main-entry/danagoodoo-vai
Aandi endanagoodooyan.	Where are you setting your snares?	nj	https://ojibwe.lib.umn.edu/main-entry/danagoodoo-vai
Wiisaganaamozo gaa-gii-saagijibinind gii-zakideg waakaa'igan.	She is suffering from smoke inhalation having been pulled out of the house fire.	nj	https://ojibwe.lib.umn.edu/main-entry/wiisaganaamozo-vai
Ingii-padakininjiishin imaa migiskaning.	I got my hand caught on a fishhook.	es	https://ojibwe.lib.umn.edu/main-entry/badakininjiishin-vai
Onowedi nitam gaa-gii'-wiijiiwaad.	This one was her first partner.	nj	https://ojibwe.lib.umn.edu/main-entry/onowedi-pron-dem
Gigishkawaawaso awe wenji-aanjikod.	She's pregnant -- that's why her body is changing shape.	es	https://ojibwe.lib.umn.edu/main-entry/gigishkawaawaso-vai
Gego maamakaadenimaaken; onzaam maamakaadiziikaazo.	Don't be amazed at him because he's acting up.	es	https://ojibwe.lib.umn.edu/main-entry/maamakaadenim-vta
Zhiibaayaazhogan akawe agomodaa.	Let's go stay under the bridge. [in a canoe]	nj	https://ojibwe.lib.umn.edu/main-entry/zhiibaayaazhogan-adv-loc
Giizis endaso-giizhik biidaasige.	Every day the rays of the sun come.	gj	https://ojibwe.lib.umn.edu/main-entry/biidaasige-vai
Ingii-pizogeshin imaa jiigishkwaandeng.	I tripped there by the door.	gh	https://ojibwe.lib.umn.edu/main-entry/bizogeshin-vai
Ogii-aabaakawi'aan iniw gaa-kiiwashkwesijigenid.	He revived the one that was knocked out.	es	https://ojibwe.lib.umn.edu/main-entry/aabaakawi-vta
Wegonen wenjigidaazoyan.	Why are you angry?	nj	https://ojibwe.lib.umn.edu/main-entry/onjigidaazo-vai
Agaasoonagizwan Marge odoodaabaanan. Bezhig eta awiya odebashkina'aan.	Marge's call is small. She can only fit one passenger in.	nj	https://ojibwe.lib.umn.edu/main-entry/debashkina-vta
Niwiijigaabawitawaa awe niwiijiiwaagan.	I'm standing with my partner.	rg	https://ojibwe.lib.umn.edu/main-entry/wiijigaabawitaw-vta
Wiigob gigashkigwaajigaagen biskitenaaganikeyan.	You sew with basswood bark to make birch bark baskets.	nj	https://ojibwe.lib.umn.edu/main-entry/biskitenaaganike-vai
Gii-pi-ozhaashibizowag i'imaa washkamonig igiweg gaa-... gaa-pi-ashawesewaad.	They tipped when they slid off the road around the turn.	es	https://ojibwe.lib.umn.edu/main-entry/ozhaashibizo-vai
Gegaa ningii'-ozhaashibiz gii-bi-giiwebizoyaan.	I almost slide off the road on my way home.	nj	https://ojibwe.lib.umn.edu/main-entry/ozhaashibizo-vai
Gaawiin daa-gwayakochigesiiwag wenji-anokiitaadizoyaan.	I'm working for myself because I know they wouldn't do it right.	es	https://ojibwe.lib.umn.edu/main-entry/anokiitaadizo-vai
Nawaj igo gashkichige anokiitaadizod apiich idash anokiitaaged.	He makes more money working for himself than he does working for someone else.	es	https://ojibwe.lib.umn.edu/main-entry/anokiitaadizo-vai
Aaniin epiitoonagak jiimaan?	How deep is the canoe?	nj	https://ojibwe.lib.umn.edu/main-entry/apiitoonagad-vii
Noomag ingii-ondendimin gii-izhaayaang oodenaang.	We were gone a long time to town.	rg	https://ojibwe.lib.umn.edu/main-entry/noomag-adv-tmp
Noomag igo gii-wiikwaji'o awe gaa-minjimishkoozod.	The one who was pinned down took a long time to pull himself free.	es	https://ojibwe.lib.umn.edu/main-entry/noomag-adv-tmp
