ojibwe	english	speaker	fst_readings
Nimookamanji'. Ganabaj niwii'-agigokaa. Apane ninjaachaam.	I think I have a cold coming on. I'm always sneezing.	nj	"[{'word_form': ""nimookamanji'"", 'fst_analyses': [""mookamanji'o+VAI+Ind+Pos+Neu+1SgSubj""]}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'ganabaj', 'fst_analyses': ['ganabaj+ADVMan']}, {'word_form': ""niwii'-agigokaa"", 'fst_analyses': [""PVTense/wii'+agigokaa+VAI+Ind+Pos+Neu+1SgSubj""]}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'apane', 'fst_analyses': ['apane+ADVTmp']}, {'word_form': 'ninjaachaam', 'fst_analyses': ['jaachaamo+VAI+Ind+Pos+Neu+1SgSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Giiyaabi na ishpi-giizhigadinig gii-oninamaad.	Was it still daylight when he got ready for bed?	es	[{'word_form': 'giiyaabi', 'fst_analyses': ['giiyaabi+ADVTmp']}, {'word_form': 'na', 'fst_analyses': ['na+PCDisc']}, {'word_form': 'ishpi-giizhigadinig', 'fst_analyses': ['PVLex/ishpi+giizhigad+VII+Cnj+Pos+Neu+0SgObvSubj', 'PVLex/ishpi+giizhigad+VII+Cnj+Pos+Neu+0PlObvSubj']}, {'word_form': 'gii-oninamaad', 'fst_analyses': ['PVTense/gii+oninamaa+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]
Bangii aanakwadowan.	There's a few clouds in the sky.	nj	[{'word_form': 'bangii', 'fst_analyses': ['bangii+ADVQnt']}, {'word_form': 'aanakwadowan', 'fst_analyses': ['aanakwadowan+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': '.', 'fst_analyses': []}]
Oshkinaweg bakitejii'igewag iwidi jiigikana.	The young men are playing baseball over there by the road,	rg	"[{'word_form': 'oshkinaweg', 'fst_analyses': ['oshkinawe+NA+ProxPl']}, {'word_form': ""bakitejii'igewag"", 'fst_analyses': [""bakitejii'ige+VAI+Ind+Pos+Neu+3PlProxSubj""]}, {'word_form': 'iwidi', 'fst_analyses': ['iwidi+ADVLoc']}, {'word_form': 'jiigikana', 'fst_analyses': ['jiigikana+ADVLoc']}, {'word_form': '.', 'fst_analyses': []}]"
Aapiji go inzinigwenimaa awe indooshkinawem. Mii 'i gii-maajidaabii'iwed.	I worrry about my young son because he's started driving.	es	"[{'word_form': 'aapiji', 'fst_analyses': ['aapiji+ADVDeg']}, {'word_form': 'go', 'fst_analyses': ['go+PCDisc']}, {'word_form': 'inzinigwenimaa', 'fst_analyses': ['zinigwenim+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'indooshkinawem', 'fst_analyses': ['oshkinawe+NA+Poss+ProxSg+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'mii', 'fst_analyses': ['mii+ADVPred']}, {'word_form': ""'i"", 'fst_analyses': [""'i+PRONDem+NI+Sg""]}, {'word_form': ""gii-maajidaabii'iwed"", 'fst_analyses': [""PVTense/gii+maajidaabii'iwe+VAI+Cnj+Pos+Neu+3SgProxSubj""]}, {'word_form': '.', 'fst_analyses': []}]"
Nisawi-waakaa'igan ningii'-waabamaag oshkinaweg dazhi-zagaswaawaad.	I saw a teenagers smoking in the alley.	nj	"[{'word_form': ""nisawi-waakaa'igan"", 'fst_analyses': [""nisawi-waakaa'igan+ADVLoc"", ""PNLex/nisawi+waakaa'igan+NI+Sg""]}, {'word_form': ""ningii'-waabamaag"", 'fst_analyses': [""PVTense/gii'+waabam+VTA+Ind+Pos+Neu+1SgSubj+3PlProxObj""]}, {'word_form': 'oshkinaweg', 'fst_analyses': ['oshkinawe+NA+ProxPl']}, {'word_form': 'dazhi-zagaswaawaad', 'fst_analyses': ['PVRel/dazhi+zagaswaa+VAI+Cnj+Pos+Neu+3PlProxSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Gii-panoomigo gaa-onji-bookogaadeshing awe oshkinawe.	That young man broke his leg because he fell off the horse.	es	[{'word_form': 'gii-panoomigo', 'fst_analyses': ['PVTense/gii+banoomigo+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'gaa-onji-bookogaadeshing', 'fst_analyses': ['ChCnj+PVTense/gii+PVRel/onji+bookogaadeshin+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+PVRel/onji+bookogaadeshin+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead', 'PVSub/gaa+PVRel/onji+bookogaadeshin+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'oshkinawe', 'fst_analyses': ['oshkinawe+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]
Niin iko ningii-mimigosaga'ige gii-wiinisagaamagak 'i endaayaang.	I used to be the one to scrub the floor when our floor was dirty.	rg	"[{'word_form': 'niin', 'fst_analyses': ['niin+PRONPer+NA+1Sg']}, {'word_form': 'iko', 'fst_analyses': ['iko+PCAsp']}, {'word_form': ""ningii-mimigosaga'ige"", 'fst_analyses': [""PVTense/gii+mimigosaga'ige+VAI+Ind+Pos+Neu+1SgSubj""]}, {'word_form': 'gii-wiinisagaamagak', 'fst_analyses': ['PVTense/gii+wiinisagaa+VII+Aug/magad+VII+Cnj+Pos+Neu+0PlSubj', 'PVTense/gii+wiinisagaa+VII+Aug/magad+VII+Cnj+Pos+Neu+0SgSubj']}, {'word_form': ""'i"", 'fst_analyses': [""'i+PRONDem+NI+Sg""]}, {'word_form': 'endaayaang', 'fst_analyses': ['ChCnj+daa+VAI+Cnj+Pos+Neu+ExclSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Wiinisagaani endaad nookoo. Niwii'-awi-giziisaginamawaa.	My grandma's floor is dirty. I'm going to go wash it for her.	nj	"[{'word_form': 'wiinisagaani', 'fst_analyses': ['wiinisagaa+VII+Ind+Pos+Neu+0SgObvSubj']}, {'word_form': 'endaad', 'fst_analyses': ['ChCnj+daa+VAI+Cnj+Pos+Neu+3SgProxSubj', 'daa+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': 'nookoo', 'fst_analyses': []}, {'word_form': '.', 'fst_analyses': []}, {'word_form': ""niwii'-awi-giziisaginamawaa"", 'fst_analyses': [""PVTense/wii'+PVDir/awi+giziisaginamaw+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj""]}, {'word_form': '.', 'fst_analyses': []}]"
Babiiwizhenyiwa' oniijaanisa'.	Her children are small.	nj	"[{'word_form': ""babiiwizhenyiwa'"", 'fst_analyses': ['babiiwizhenyiwag+VAIPL+Ind+Pos+Neu+3PlObvSubj']}, {'word_form': ""oniijaanisa'"", 'fst_analyses': ['niijaanis+NAD+ObvPl+3SgProxPoss']}, {'word_form': '.', 'fst_analyses': []}]"
Gego zaaminaaken awe manidoosh.	Don't touch that bug.	nj	[{'word_form': 'gego', 'fst_analyses': ['gego+ADVNeg']}, {'word_form': 'zaaminaaken', 'fst_analyses': ['zaamin+VTA+Imp+Prb+2SgSubj+3SgProxObj', 'zaamin+VTA+Imp+Prb+2SgSubj+3PlProxObj']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'manidoosh', 'fst_analyses': ['manidoosh+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]
Zhebaa ningii-noondawaa a'aw animosh madwe-migid.	This morning I heard the dog barking.	rg	"[{'word_form': 'zhebaa', 'fst_analyses': ['zhebaa+ADVTmp']}, {'word_form': 'ningii-noondawaa', 'fst_analyses': ['PVTense/gii+noondaw+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj']}, {'word_form': ""a'aw"", 'fst_analyses': [""a'aw+PRONDem+NA+ProxSg""]}, {'word_form': 'animosh', 'fst_analyses': ['animosh+NA+ProxSg']}, {'word_form': 'madwe-migid', 'fst_analyses': ['PVLex/madwe+migi+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Gaawiin ninoondaagosiin a'aw inini. Ganabaj gagiibishe.	That man didn't hear me. I think he's deaf.	rg	"[{'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'ninoondaagosiin', 'fst_analyses': ['noondaw+VTA+Ind+Neg+Neu+0SgSubj+1SgObj', 'noondaw+VTA+Ind+Neg+Neu+3SgProxSubj+1SgObj']}, {'word_form': ""a'aw"", 'fst_analyses': [""a'aw+PRONDem+NA+ProxSg""]}, {'word_form': 'inini', 'fst_analyses': ['inini+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'ganabaj', 'fst_analyses': ['ganabaj+ADVMan']}, {'word_form': 'gagiibishe', 'fst_analyses': ['gagiibishe+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Awasisag iwidi namadabi awe endwewemad. Ningikenimaa iwidi ayaad. Ninoondawaa megaded.	The person you asking for is sitting in the other room. I know he's there because I hear him burping.	es	[{'word_form': 'awasisag', 'fst_analyses': ['awasisag+ADVLoc']}, {'word_form': 'iwidi', 'fst_analyses': ['iwidi+ADVLoc']}, {'word_form': 'namadabi', 'fst_analyses': ['namadabi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'endwewemad', 'fst_analyses': ['ChCnj+andwewem+VTA+Cnj+Pos+Neu+2SgSubj+3SgProxObj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'ningikenimaa', 'fst_analyses': ['gikenim+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj']}, {'word_form': 'iwidi', 'fst_analyses': ['iwidi+ADVLoc']}, {'word_form': 'ayaad', 'fst_analyses': ['ayaa+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'ninoondawaa', 'fst_analyses': ['noondaw+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj']}, {'word_form': 'megaded', 'fst_analyses': ['megade+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]
Awiya ningii'-noondawaa biibaagid gii-biidaabang.	I heard someone yelling at daybreak.	nj	"[{'word_form': 'awiya', 'fst_analyses': ['awiya+PRONIndf+NA']}, {'word_form': ""ningii'-noondawaa"", 'fst_analyses': [""PVTense/gii'+noondaw+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj""]}, {'word_form': 'biibaagid', 'fst_analyses': ['biibaagi+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': 'gii-biidaabang', 'fst_analyses': ['PVTense/gii+biidaaban+VII+Cnj+Pos+Neu+0PlSubj', 'PVTense/gii+biidaaban+VII+Cnj+Pos+Neu+0SgSubj']}, {'word_form': '.', 'fst_analyses': []}]"
"Ningii'-noondawaa ""gaawiin"" ikidod. Gaawiin ganabaj odaa-gashkitoon."	"I heard him say ""No."" He doesn't think he can do it."	nj	"[{'word_form': ""ningii'-noondawaa"", 'fst_analyses': [""PVTense/gii'+noondaw+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj""]}, {'word_form': '""', 'fst_analyses': []}, {'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': '""', 'fst_analyses': []}, {'word_form': 'ikidod', 'fst_analyses': ['ikido+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'ganabaj', 'fst_analyses': ['ganabaj+ADVMan']}, {'word_form': 'odaa-gashkitoon', 'fst_analyses': ['PVTense/daa+gashkitoon+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': '.', 'fst_analyses': []}]"
Gagwe-noondaw gwayak ekidod.	Hear h/ out. / Try to understand what h/ is saying.	nj	[{'word_form': 'gagwe-noondaw', 'fst_analyses': ['PVLex/gagwe+noondaw+VTA+Imp+Sim+2SgSubj+3PlProxObj', 'PVLex/gagwe+noondaw+VTA+Imp+Sim+2SgSubj+3SgProxObj']}, {'word_form': 'gwayak', 'fst_analyses': ['gwayak+ADVMan']}, {'word_form': 'ekidod', 'fst_analyses': ['ChCnj+ikido+VAI+Cnj+Pos+Neu+3SgProxSubj', 'ikido+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': '.', 'fst_analyses': []}]
Ningii'-noondaagoo na gaa-gii'-ikidowaan.	Was what I said heard? = Did you understand me?	nj	"[{'word_form': ""ningii'-noondaagoo"", 'fst_analyses': [""PVTense/gii'+noondaw+VTA+Ind+Pos+Neu+XSubj+1SgObj""]}, {'word_form': 'na', 'fst_analyses': ['na+PCDisc']}, {'word_form': ""gaa-gii'-ikidowaan"", 'fst_analyses': [""ChCnj+PVTense/gii+PVTense/gii'+ikido+VAI+Cnj+Pos+Neu+1SgSubj"", ""PVSub/gaa+PVTense/gii'+ikido+VAI+Cnj+Pos+Neu+1SgSubj""]}, {'word_form': '.', 'fst_analyses': []}]"
Ogii-nibiikaadaan i'iwe noomazhaan wenji-jiikaakiziged.	He laced that linament [watering it to make it drinkable] so that's why he's half-shot.	es	"[{'word_form': 'ogii-nibiikaadaan', 'fst_analyses': ['PVTense/gii+nibiikaadan+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': ""i'iwe"", 'fst_analyses': [""i'iwe+PRONDem+NI+Sg""]}, {'word_form': 'noomazhaan', 'fst_analyses': ['noomazhaan+NI+Sg']}, {'word_form': 'wenji-jiikaakiziged', 'fst_analyses': ['ChCnj+PVRel/onji+jiikaakizige+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVRel/onji+jiikaakizige+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': '.', 'fst_analyses': []}]"
Indaga mikamaw odooshkiinzhigokaanan awe gimishoomis.	Please find your grandfather's glasses.	es	[{'word_form': 'indaga', 'fst_analyses': ['indaga+PCDisc']}, {'word_form': 'mikamaw', 'fst_analyses': ['mikamaw+VTA+Imp+Sim+2SgSubj+3PlProxObj', 'mikamaw+VTA+Imp+Sim+2SgSubj+3SgProxObj']}, {'word_form': 'odooshkiinzhigokaanan', 'fst_analyses': ['oshkiinzhigokaanan+NI+Pl+3SgProxPoss']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'gimishoomis', 'fst_analyses': ['mishoomis+NAD+ProxSg+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}]
Anzhikewabi awe gimishoomisinaan.	Our grandfather is home alone.	es	[{'word_form': 'anzhikewabi', 'fst_analyses': ['anzhikewabi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'gimishoomisinaan', 'fst_analyses': ['mishoomis+NAD+ProxSg+InclPoss']}, {'word_form': '.', 'fst_analyses': []}]
Gego babaamenimaaken gimishoomis. Megwaa apaakozige.	Don't bother your grandfather. He's busy making kinnickinick	es	[{'word_form': 'gego', 'fst_analyses': ['gego+ADVNeg']}, {'word_form': 'babaamenimaaken', 'fst_analyses': ['babaamenim+VTA+Imp+Prb+2SgSubj+3SgProxObj', 'babaamenim+VTA+Imp+Prb+2SgSubj+3PlProxObj']}, {'word_form': 'gimishoomis', 'fst_analyses': ['mishoomis+NAD+ProxSg+2SgPoss']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'megwaa', 'fst_analyses': ['megwaa+ADVTmp']}, {'word_form': 'apaakozige', 'fst_analyses': ['apaakozige+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]
Aweniban naa gii-animosed a'awe, ganabaj gii-ni-bake.	That person who was walking away is gone, I think he turned off the road.	es	"[{'word_form': 'aweniban', 'fst_analyses': ['aweniban+PRONPret+NA']}, {'word_form': 'naa', 'fst_analyses': ['naa+PCEmph']}, {'word_form': 'gii-animosed', 'fst_analyses': ['PVTense/gii+animose+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': ""a'awe"", 'fst_analyses': [""a'awe+PRONDem+NA+ProxSg""]}, {'word_form': ',', 'fst_analyses': []}, {'word_form': 'ganabaj', 'fst_analyses': ['ganabaj+ADVMan']}, {'word_form': 'gii-ni-bake', 'fst_analyses': ['PVTense/gii+PVDir/ni+bake+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Ogii-bakewinaan iniw odikweman.	He divorced his wife.	es	[{'word_form': 'ogii-bakewinaan', 'fst_analyses': ['PVTense/gii+bakewin+VTA+Ind+Pos+Neu+3SgProxSubj+3PlObvObj', 'PVTense/gii+bakewin+VTA+Ind+Pos+Neu+3SgProxSubj+3SgObvObj']}, {'word_form': 'iniw', 'fst_analyses': ['iniw+PRONDem+NA+ObvPl', 'iniw+PRONDem+NA+ObvSg', 'iniw+PRONDem+NI+Pl']}, {'word_form': 'odikweman', 'fst_analyses': ['ikwe+NA+Poss+ObvSg+3SgProxPoss', 'ikwe+NA+Poss+ObvPl+3SgProxPoss']}, {'word_form': '.', 'fst_analyses': []}]
Giishpin okawi'ad awiya wawaaga'amiid, gaag a'a gaa-bimikawed.	If you see bowlegged tracks of something, they're porcupine tracks.	nj	"[{'word_form': 'giishpin', 'fst_analyses': ['giishpin+ADVGram']}, {'word_form': ""okawi'ad"", 'fst_analyses': [""okawi'+VTA+Cnj+Pos+Neu+2SgSubj+3SgProxObj""]}, {'word_form': 'awiya', 'fst_analyses': ['awiya+PRONIndf+NA']}, {'word_form': ""wawaaga'amiid"", 'fst_analyses': [""wawaaga'amii+VAI+Cnj+Pos+Neu+3SgProxSubj""]}, {'word_form': ',', 'fst_analyses': []}, {'word_form': 'gaag', 'fst_analyses': ['gaag+NA+ProxSg']}, {'word_form': ""a'a"", 'fst_analyses': [""a'a+PRONDem+NA+ProxSg""]}, {'word_form': 'gaa-bimikawed', 'fst_analyses': ['ChCnj+PVTense/gii+bimikawe+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+bimikawe+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead', 'PVSub/gaa+bimikawe+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Gaawiin ngii-tebinaasii awe asabaabiins ishpaya'ii iwidi gaa-achigaazod.	I couldn't reach that thread because they put it up too high for me.	es	"[{'word_form': 'gaawiin', 'fst_analyses': ['gaawiin+ADVNeg']}, {'word_form': 'ngii-tebinaasii', 'fst_analyses': ['PVTense/gii+debin+VTA+Ind+Neg+Neu+1SgSubj+3SgProxObj']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'asabaabiins', 'fst_analyses': ['asabaab+NI+Dim+Sg']}, {'word_form': ""ishpaya'ii"", 'fst_analyses': [""ishpaya'ii+ADVLoc""]}, {'word_form': 'iwidi', 'fst_analyses': ['iwidi+ADVLoc']}, {'word_form': 'gaa-achigaazod', 'fst_analyses': ['ChCnj+PVTense/gii+achigaazo+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+achigaazo+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead', 'PVSub/gaa+achigaazo+VAI+Cnj+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]"
Nookomis gii'-achigaazo gikaawigamigong; onzaam obwaanawitoon ji-bami'idizod.	My grandmother was put in a retirement home because she isn't able to take care of herself.	nj	"[{'word_form': 'nookomis', 'fst_analyses': ['ookomis+NAD+ProxSg+1SgPoss']}, {'word_form': ""gii'-achigaazo"", 'fst_analyses': [""PVTense/gii'+achigaazo+VAI+Ind+Pos+Neu+3SgProxSubj""]}, {'word_form': 'gikaawigamigong', 'fst_analyses': ['gikaawigamig+NI+Loc']}, {'word_form': ';', 'fst_analyses': []}, {'word_form': 'onzaam', 'fst_analyses': ['onzaam+ADVQnt']}, {'word_form': 'obwaanawitoon', 'fst_analyses': ['bwaanawitoon+VTI+Ind+Pos+Neu+3SgProxSubj+0SgObj']}, {'word_form': ""ji-bami'idizod"", 'fst_analyses': [""PVTense/ga+bami'+VTA+Reflex/dizo+VAI+Cnj+Pos+Neu+3SgProxSubj+3SgProxObj"", ""PVTense/ga+bami'idizo+VAI+Cnj+Pos+Neu+3SgProxSubj+3SgProxObj"", ""PVTense/daa+bami'+VTA+Reflex/dizo+VAI+Cnj+Pos+Neu+3SgProxSubj+3SgProxObj"", ""PVTense/daa+bami'idizo+VAI+Cnj+Pos+Neu+3SgProxSubj+3SgProxObj""]}, {'word_form': '.', 'fst_analyses': []}]"
Ningoshko'ig a'aw gaa-saagewed nimishoomis.	My grandfather surprised me when he came around the corner.	es	"[{'word_form': ""ningoshko'ig"", 'fst_analyses': [""goshko'+VTA+Ind+Pos+Neu+3SgProxSubj+1SgObj""]}, {'word_form': ""a'aw"", 'fst_analyses': [""a'aw+PRONDem+NA+ProxSg""]}, {'word_form': 'gaa-saagewed', 'fst_analyses': ['ChCnj+PVTense/gii+zaagewe+VAI+Cnj+Pos+Neu+3SgProxSubj', 'PVTense/gii+zaagewe+VAI+Pcp+Pos+Neu+3SgProxSubj+3SgProxHead']}, {'word_form': 'nimishoomis', 'fst_analyses': ['mishoomis+NAD+ProxSg+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}]"
Aaboodazhigane. Ganabaj wewiib gii-piitazhigane.	He's got his socks on inside out. He must have put them on in a hurry.	nj	[{'word_form': 'aaboodazhigane', 'fst_analyses': ['aaboodazhigane+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}, {'word_form': 'ganabaj', 'fst_analyses': ['ganabaj+ADVMan']}, {'word_form': 'wewiib', 'fst_analyses': ['wewiib+ADVMan']}, {'word_form': 'gii-piitazhigane', 'fst_analyses': ['PVTense/gii+biitazhigane+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]
Anaamakamig dazhigiwag bagaanag.	Peanuts grow under the ground.	rg	[{'word_form': 'anaamakamig', 'fst_analyses': ['anaamakamig+ADVLoc']}, {'word_form': 'dazhigiwag', 'fst_analyses': ['dazhigi+VAI+Ind+Pos+Neu+3PlProxSubj']}, {'word_form': 'bagaanag', 'fst_analyses': ['bagaan+NA+ProxPl']}, {'word_form': '.', 'fst_analyses': []}]
Anaamakamig bimaabikisin i'iw nibi.	The water line runs under the ground.	es	"[{'word_form': 'anaamakamig', 'fst_analyses': ['anaamakamig+ADVLoc']}, {'word_form': 'bimaabikisin', 'fst_analyses': ['bimaabikisin+VII+Ind+Pos+Neu+0SgSubj']}, {'word_form': ""i'iw"", 'fst_analyses': [""i'iw+PRONDem+NI+Sg""]}, {'word_form': 'nibi', 'fst_analyses': ['nibi+NI+Sg']}, {'word_form': '.', 'fst_analyses': []}]"
Anaamakamig maa ingii-kaanaa nzhooniyaam.	I hide my money underground.	lw	[{'word_form': 'anaamakamig', 'fst_analyses': ['anaamakamig+ADVLoc']}, {'word_form': 'maa', 'fst_analyses': ['maa+ADVLoc']}, {'word_form': 'ingii-kaanaa', 'fst_analyses': ['PVTense/gii+gaazh+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj']}, {'word_form': 'nzhooniyaam', 'fst_analyses': ['zhooniyaa+NA+Poss+ProxSg+1SgPoss', 'zhooniyaa+NI+Poss+Sg+1SgPoss']}, {'word_form': '.', 'fst_analyses': []}]
Anaamakamig gii-onji-mookii a'aw obiigomagakii	The toad came out from under the ground.	gh	"[{'word_form': 'anaamakamig', 'fst_analyses': ['anaamakamig+ADVLoc']}, {'word_form': 'gii-onji-mookii', 'fst_analyses': ['PVTense/gii+PVRel/onji+mookii+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': ""a'aw"", 'fst_analyses': [""a'aw+PRONDem+NA+ProxSg""]}, {'word_form': 'obiigomagakii', 'fst_analyses': []}]"
Nising naa ninjiibaakwe noongom.	I cooked three times today.	rg	[{'word_form': 'nising', 'fst_analyses': ['nisinoon+VII+Cnj+Pos+Neu+0PlSubj', 'nisinoon+VII+Cnj+Pos+Neu+0SgSubj', 'nising+ADVTmp']}, {'word_form': 'naa', 'fst_analyses': ['naa+PCEmph']}, {'word_form': 'ninjiibaakwe', 'fst_analyses': ['jiibaakwe+VAI+Ind+Pos+Neu+1SgSubj']}, {'word_form': 'noongom', 'fst_analyses': ['noongom+ADVTmp']}, {'word_form': '.', 'fst_analyses': []}]
Nising ningii-paashkizwaa mooz gaa-gii-piinag zhebaa.	I had to shoot the moose I brought home this morning three times.	nj	[{'word_form': 'nising', 'fst_analyses': ['nisinoon+VII+Cnj+Pos+Neu+0PlSubj', 'nisinoon+VII+Cnj+Pos+Neu+0SgSubj', 'nising+ADVTmp']}, {'word_form': 'ningii-paashkizwaa', 'fst_analyses': ['PVTense/gii+baashkizwi+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj', 'PVTense/gii+baashkiz+VTA+Ind+Pos+Neu+1SgSubj+3SgProxObj']}, {'word_form': 'mooz', 'fst_analyses': ['moonz+NA+ProxSg', 'mooz+NA+ProxSg']}, {'word_form': 'gaa-gii-piinag', 'fst_analyses': ['ChCnj+PVTense/gii+PVTense/gii+biizh+VTA+Cnj+Pos+Neu+1SgSubj+3SgProxObj', 'PVSub/gaa+PVTense/gii+biizh+VTA+Cnj+Pos+Neu+1SgSubj+3SgProxObj']}, {'word_form': 'zhebaa', 'fst_analyses': ['zhebaa+ADVTmp']}, {'word_form': '.', 'fst_analyses': []}]
Wenipanizi baanizhaawind awe ogaa.	It's easy to filet a walleye.	es	[{'word_form': 'wenipanizi', 'fst_analyses': ['wenipanizi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'baanizhaawind', 'fst_analyses': []}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'ogaa', 'fst_analyses': ['ogaa+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]
Wenipanizi debibinind awe mishtadim.	That horse is easy to catch.	es	[{'word_form': 'wenipanizi', 'fst_analyses': ['wenipanizi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': 'debibinind', 'fst_analyses': ['debibizh+VTA+Cnj+Pos+Neu+XSubj+3SgProxObj']}, {'word_form': 'awe', 'fst_analyses': ['awe+PRONDem+NA+ProxSg']}, {'word_form': 'mishtadim', 'fst_analyses': ['mishtadim+NA+ProxSg']}, {'word_form': '.', 'fst_analyses': []}]
Bebooninig gii-nitaawigi.	She was born in the winter.	nj	[{'word_form': 'bebooninig', 'fst_analyses': ['ChCnj+biboon+VII+Cnj+Pos+Neu+0SgObvSubj', 'ChCnj+biboon+VII+Cnj+Pos+Neu+0PlObvSubj', 'biboon+VII+Pcp+Pos+Neu+0SgObvSubj+0SgObvHead']}, {'word_form': 'gii-nitaawigi', 'fst_analyses': ['PVTense/gii+nitaawigi+VAI+Ind+Pos+Neu+3SgProxSubj']}, {'word_form': '.', 'fst_analyses': []}]
